period,party,label_l3,meeting_count,mention_count,party_meetings,party_total_chars,meeting_presence_rate,mentions_per_10k_chars
2017-Q4,국민의당,국민안전행정지원,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,복구지원,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,비상대비,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,안전및재난,2,87,5,259287,0.4,3.355355
2017-Q4,국민의당,안전행정행정지원,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,이북5도,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,자치인력개발,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,재난예방,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,전자정부,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,정보시스템통합관리,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,정부의전,2,93,5,259287,0.4,3.586759
2017-Q4,국민의당,정부혁신,3,344,5,259287,0.6,13.267152
2017-Q4,국민의당,조직관리,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,지방세,2,350,5,259287,0.4,13.498556
2017-Q4,국민의당,지방재정,2,179,5,259287,0.4,6.903547
2017-Q4,국민의당,지방행정,2,82,5,259287,0.4,3.162519
2017-Q4,국민의당,지역균형발전,0,0,5,259287,0.0,0.0
2017-Q4,국민의당,청사관리,0,0,5,259287,0.0,0.0
2017-Q4,국민의힘,국가기록물,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,국가적중장기과제추진·지원,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,국민안전행정지원,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,복구지원,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,비상대비,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,안전및재난,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,안전행정행정지원,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,이북5도,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,자치인력개발,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,재난예방,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,전자정부,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,정보시스템통합관리,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,정부의전,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,정부혁신,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,조직관리,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,지방세,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,지방재정,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,지방행정,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,지역균형발전,0,0,0,0,0.0,0.0
2017-Q4,국민의힘,청사관리,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,국가기록물,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,국가적중장기과제추진·지원,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,국민안전행정지원,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,복구지원,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,비상대비,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,안전및재난,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,안전행정행정지원,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,이북5도,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,자치인력개발,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,재난예방,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,전자정부,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,정보시스템통합관리,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,정부의전,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,정부혁신,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,조직관리,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,지방세,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,지방재정,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,지방행정,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,지역균형발전,0,0,0,0,0.0,0.0
2017-Q4,기본소득당,청사관리,0,0,0,0,0.0,0.0
2017-Q4,더불어민주당,국가기록물,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,국가적중장기과제추진·지원,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,국민안전행정지원,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,복구지원,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,비상대비,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,안전및재난,2,811,6,665612,0.333333,12.184276
2017-Q4,더불어민주당,안전행정행정지원,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,이북5도,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,자치인력개발,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,재난예방,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,전자정부,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,정보시스템통합관리,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,정부의전,3,311,6,665612,0.5,4.672392
2017-Q4,더불어민주당,정부혁신,4,1158,6,665612,0.666667,17.397523
2017-Q4,더불어민주당,조직관리,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,지방세,2,3212,6,665612,0.333333,48.256342
2017-Q4,더불어민주당,지방재정,3,429,6,665612,0.5,6.445196
2017-Q4,더불어민주당,지방행정,2,760,6,665612,0.333333,11.418063
2017-Q4,더불어민주당,지역균형발전,0,0,6,665612,0.0,0.0
2017-Q4,더불어민주당,청사관리,0,0,6,665612,0.0,0.0
2017-Q4,미래통합당,국가기록물,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,국가적중장기과제추진·지원,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,국민안전행정지원,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,복구지원,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,비상대비,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,안전및재난,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,안전행정행정지원,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,이북5도,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,자치인력개발,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,재난예방,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,전자정부,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,정보시스템통합관리,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,정부의전,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,정부혁신,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,조직관리,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,지방세,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,지방재정,0,0,0,0,0.0,0.0
2017-Q4,미래통합당,지방행정,0,0,0,0,0.0,0.0
