session_no,session_type,meeting_no,meeting_date,year,month,quarter,speaker_name,party,speaker_area,num_questions
389,임시회,1,2021-07-13,2021,7,3,오영훈,더불어민주당,(제주 제주시을),1
389,임시회,1,2021-07-13,2021,7,3,이명수,새누리당,(충남 아산시갑),9
389,임시회,1,2021-07-13,2021,7,3,이영,미래한국당,(비례대표),4
389,임시회,1,2021-07-13,2021,7,3,이은주,정의당,(비례대표),6
389,임시회,1,2021-07-13,2021,7,3,이해식,더불어민주당,(서울 강동구을),1
389,임시회,1,2021-07-13,2021,7,3,이형석,더불어민주당,(광주 북구을),5
389,임시회,1,2021-07-13,2021,7,3,임호선,더불어민주당,(충북 증평군진천군음성군),5
389,임시회,1,2021-07-13,2021,7,3,전해철,더불어민주당,,9
389,임시회,1,2021-07-13,2021,7,3,최춘식,미래통합당,(경기 포천시가평군),6
389,임시회,2,2021-07-14,2021,7,3,김도읍,미래통합당,(부산 북구강서구을),6
389,임시회,2,2021-07-14,2021,7,3,박완주,더불어민주당,(충남 천안시을),3
389,임시회,2,2021-07-14,2021,7,3,박재호,더불어민주당,(부산 남구을),2
389,임시회,2,2021-07-14,2021,7,3,백혜련,더불어민주당,(경기 수원시을),2
389,임시회,2,2021-07-14,2021,7,3,서범수,미래통합당,(울산 울주군),2
389,임시회,2,2021-07-14,2021,7,3,서영교,더불어민주당,(서울 중랑구갑),16
389,임시회,2,2021-07-14,2021,7,3,오영환,더불어민주당,(경기 의정부시갑),3
389,임시회,2,2021-07-14,2021,7,3,이명수,새누리당,(충남 아산시갑),4
389,임시회,2,2021-07-14,2021,7,3,전해철,더불어민주당,,1
390,임시회,1,2021-08-19,2021,8,3,김도읍,미래통합당,(부산 북구강서구을),20
390,임시회,1,2021-08-19,2021,8,3,김용판,미래통합당,(대구 달서구병),23
390,임시회,1,2021-08-19,2021,8,3,박완수,더불어민주당,(경남 창원시의창구),119
390,임시회,1,2021-08-19,2021,8,3,박완주,더불어민주당,(충남 천안시을),7
390,임시회,1,2021-08-19,2021,8,3,박재호,더불어민주당,(부산 남구을),11
390,임시회,1,2021-08-19,2021,8,3,백혜련,더불어민주당,(경기 수원시을),6
390,임시회,1,2021-08-19,2021,8,3,서범수,미래통합당,(울산 울주군),96
390,임시회,1,2021-08-19,2021,8,3,서영교,더불어민주당,(서울 중랑구갑),17
390,임시회,1,2021-08-19,2021,8,3,오영환,더불어민주당,(경기 의정부시갑),20
390,임시회,1,2021-08-19,2021,8,3,오영훈,더불어민주당,(제주 제주시을),2
390,임시회,1,2021-08-19,2021,8,3,이명수,새누리당,(충남 아산시갑),5
390,임시회,1,2021-08-19,2021,8,3,이영,미래한국당,(비례대표),5
390,임시회,1,2021-08-19,2021,8,3,이은주,정의당,(비례대표),39
390,임시회,1,2021-08-19,2021,8,3,이해식,더불어민주당,(서울 강동구을),4
390,임시회,1,2021-08-19,2021,8,3,이형석,더불어민주당,(광주 북구을),5
390,임시회,1,2021-08-19,2021,8,3,임호선,더불어민주당,(충북 증평군진천군음성군),40
390,임시회,1,2021-08-19,2021,8,3,전해철,더불어민주당,,7
390,임시회,1,2021-08-19,2021,8,3,최춘식,미래통합당,(경기 포천시가평군),10
390,임시회,1,2021-08-19,2021,8,3,한병도,더불어민주당,(전북 익산시을 ),1
390,임시회,2,2021-08-25,2021,8,3,김도읍,미래통합당,(부산 북구강서구을),4
390,임시회,2,2021-08-25,2021,8,3,박완수,더불어민주당,(경남 창원시의창구),6
390,임시회,2,2021-08-25,2021,8,3,박재호,더불어민주당,(부산 남구을),4
390,임시회,2,2021-08-25,2021,8,3,서범수,미래통합당,(울산 울주군),12
390,임시회,2,2021-08-25,2021,8,3,서영교,더불어민주당,(서울 중랑구갑),6
390,임시회,2,2021-08-25,2021,8,3,임호선,더불어민주당,(충북 증평군진천군음성군),1
391,정기회,1,2021-09-08,2021,9,3,박완수,더불어민주당,(경남 창원시의창구),3
391,정기회,1,2021-09-08,2021,9,3,서범수,미래통합당,(울산 울주군),6
391,정기회,1,2021-09-08,2021,9,3,서영교,더불어민주당,(서울 중랑구갑),23
391,정기회,1,2021-09-08,2021,9,3,이명수,새누리당,(충남 아산시갑),3
391,정기회,1,2021-09-08,2021,9,3,이영,미래한국당,(비례대표),2
391,정기회,1,2021-09-08,2021,9,3,이은주,정의당,(비례대표),3
391,정기회,1,2021-09-08,2021,9,3,이해식,더불어민주당,(서울 강동구을),1
391,정기회,1,2021-09-08,2021,9,3,임호선,더불어민주당,(충북 증평군진천군음성군),1
391,정기회,1,2021-09-08,2021,9,3,전해철,더불어민주당,,5
391,정기회,1,2021-09-08,2021,9,3,최춘식,미래통합당,(경기 포천시가평군),3
391,정기회,2,2021-09-13,2021,9,3,박완수,더불어민주당,(경남 창원시의창구),4
391,정기회,2,2021-09-13,2021,9,3,박완주,더불어민주당,(충남 천안시을),1
391,정기회,2,2021-09-13,2021,9,3,박재호,더불어민주당,(부산 남구을),2
391,정기회,2,2021-09-13,2021,9,3,서범수,미래통합당,(울산 울주군),12
391,정기회,2,2021-09-13,2021,9,3,서영교,더불어민주당,(서울 중랑구갑),11
391,정기회,2,2021-09-13,2021,9,3,이명수,새누리당,(충남 아산시갑),10
391,정기회,2,2021-09-13,2021,9,3,이은주,정의당,(비례대표),1
391,정기회,2,2021-09-13,2021,9,3,이형석,더불어민주당,(광주 북구을),3
391,정기회,2,2021-09-13,2021,9,3,전해철,더불어민주당,,3
391,정기회,2,2021-09-13,2021,9,3,최춘식,미래통합당,(경기 포천시가평군),3
391,정기회,3,2021-09-16,2021,9,3,박완수,더불어민주당,(경남 창원시의창구),7
391,정기회,3,2021-09-16,2021,9,3,박재호,더불어민주당,(부산 남구을),4
391,정기회,3,2021-09-16,2021,9,3,백혜련,더불어민주당,(경기 수원시을),1
391,정기회,3,2021-09-16,2021,9,3,서범수,미래통합당,(울산 울주군),4
391,정기회,3,2021-09-16,2021,9,3,서영교,더불어민주당,(서울 중랑구갑),17
391,정기회,3,2021-09-16,2021,9,3,이은주,정의당,(비례대표),6
391,정기회,3,2021-09-16,2021,9,3,임호선,더불어민주당,(충북 증평군진천군음성군),2
391,정기회,4,2021-10-01,2021,10,4,서영교,더불어민주당,(서울 중랑구갑),2
391,정기회,5,2021-10-05,2021,10,4,이해식,더불어민주당,(서울 강동구을),1
391,정기회,6,2021-11-10,2021,11,4,김용판,미래통합당,(대구 달서구병),9
391,정기회,6,2021-11-10,2021,11,4,박완수,더불어민주당,(경남 창원시의창구),7
391,정기회,6,2021-11-10,2021,11,4,박완주,더불어민주당,(충남 천안시을),5
391,정기회,6,2021-11-10,2021,11,4,박재호,더불어민주당,(부산 남구을),8
391,정기회,6,2021-11-10,2021,11,4,백혜련,더불어민주당,(경기 수원시을),7
391,정기회,6,2021-11-10,2021,11,4,서영교,더불어민주당,(서울 중랑구갑),6
391,정기회,6,2021-11-10,2021,11,4,양기대,더불어민주당,(경기 광명시을),14
391,정기회,6,2021-11-10,2021,11,4,오영환,더불어민주당,(경기 의정부시갑),2
391,정기회,6,2021-11-10,2021,11,4,오영훈,더불어민주당,(제주 제주시을),3
391,정기회,6,2021-11-10,2021,11,4,이영,미래한국당,(비례대표),9
391,정기회,6,2021-11-10,2021,11,4,이은주,정의당,(비례대표),1
391,정기회,6,2021-11-10,2021,11,4,이해식,더불어민주당,(서울 강동구을),1
391,정기회,6,2021-11-10,2021,11,4,이형석,더불어민주당,(광주 북구을),8
391,정기회,6,2021-11-10,2021,11,4,임호선,더불어민주당,(충북 증평군진천군음성군),4
391,정기회,6,2021-11-10,2021,11,4,전해철,더불어민주당,,2
391,정기회,6,2021-11-10,2021,11,4,최춘식,미래통합당,(경기 포천시가평군),4
391,정기회,6,2021-11-10,2021,11,4,한병도,더불어민주당,(전북 익산시을 ),1
391,정기회,7,2021-11-15,2021,11,4,김도읍,미래통합당,(부산 북구강서구을),4
391,정기회,7,2021-11-15,2021,11,4,김용판,미래통합당,(대구 달서구병),6
391,정기회,7,2021-11-15,2021,11,4,김회재,더불어민주당,(전남 여수시을),1
391,정기회,7,2021-11-15,2021,11,4,박완수,더불어민주당,(경남 창원시의창구),7
391,정기회,7,2021-11-15,2021,11,4,박완주,더불어민주당,(충남 천안시을),2
391,정기회,7,2021-11-15,2021,11,4,박재호,더불어민주당,(부산 남구을),5
391,정기회,7,2021-11-15,2021,11,4,백혜련,더불어민주당,(경기 수원시을),4
391,정기회,7,2021-11-15,2021,11,4,서범수,미래통합당,(울산 울주군),15
391,정기회,7,2021-11-15,2021,11,4,서영교,더불어민주당,(서울 중랑구갑),24
391,정기회,7,2021-11-15,2021,11,4,이영,미래한국당,(비례대표),10
391,정기회,7,2021-11-15,2021,11,4,이은주,정의당,(비례대표),2
391,정기회,7,2021-11-15,2021,11,4,이해식,더불어민주당,(서울 강동구을),1
391,정기회,7,2021-11-15,2021,11,4,전해철,더불어민주당,,13
391,정기회,7,2021-11-15,2021,11,4,최춘식,미래통합당,(경기 포천시가평군),8
391,정기회,8,2021-11-29,2021,11,4,김용판,미래통합당,(대구 달서구병),1
391,정기회,8,2021-11-29,2021,11,4,박완수,더불어민주당,(경남 창원시의창구),1
391,정기회,8,2021-11-29,2021,11,4,박재호,더불어민주당,(부산 남구을),4
391,정기회,8,2021-11-29,2021,11,4,서범수,미래통합당,(울산 울주군),2
391,정기회,8,2021-11-29,2021,11,4,서영교,더불어민주당,(서울 중랑구갑),12
391,정기회,8,2021-11-29,2021,11,4,양기대,더불어민주당,(경기 광명시을),3
391,정기회,8,2021-11-29,2021,11,4,오영환,더불어민주당,(경기 의정부시갑),3
391,정기회,8,2021-11-29,2021,11,4,오영훈,더불어민주당,(제주 제주시을),2
391,정기회,8,2021-11-29,2021,11,4,이명수,새누리당,(충남 아산시갑),1
391,정기회,8,2021-11-29,2021,11,4,이영,미래한국당,(비례대표),2
391,정기회,8,2021-11-29,2021,11,4,이해식,더불어민주당,(서울 강동구을),3
391,정기회,8,2021-11-29,2021,11,4,이형석,더불어민주당,(광주 북구을),1
391,정기회,8,2021-11-29,2021,11,4,전해철,더불어민주당,,4
391,정기회,8,2021-11-29,2021,11,4,최춘식,미래통합당,(경기 포천시가평군),4
391,정기회,9,2021-12-07,2021,12,4,서영교,더불어민주당,(서울 중랑구갑),5
391,정기회,9,2021-12-07,2021,12,4,양기대,더불어민주당,(경기 광명시을),3
391,정기회,9,2021-12-07,2021,12,4,이명수,새누리당,(충남 아산시갑),1
391,정기회,9,2021-12-07,2021,12,4,이영,미래한국당,(비례대표),2
391,정기회,9,2021-12-07,2021,12,4,전해철,더불어민주당,,3
392,임시회,1,2022-01-06,2022,1,1,김용판,미래통합당,(대구 달서구병),1
392,임시회,1,2022-01-06,2022,1,1,박완수,더불어민주당,(경남 창원시의창구),2
392,임시회,1,2022-01-06,2022,1,1,박재호,더불어민주당,(부산 남구을),2
392,임시회,1,2022-01-06,2022,1,1,서범수,미래통합당,(울산 울주군),13
392,임시회,1,2022-01-06,2022,1,1,서영교,더불어민주당,(서울 중랑구갑),11
392,임시회,1,2022-01-06,2022,1,1,이명수,새누리당,(충남 아산시갑),7
392,임시회,1,2022-01-06,2022,1,1,이은주,정의당,(비례대표),4
392,임시회,1,2022-01-06,2022,1,1,임호선,더불어민주당,(충북 증평군진천군음성군),4
392,임시회,1,2022-01-06,2022,1,1,전해철,더불어민주당,,2
392,임시회,2,2022-01-05,2022,1,1,박재호,더불어민주당,(부산 남구을),42
392,임시회,2,2022-01-05,2022,1,1,백혜련,더불어민주당,(경기 수원시을),2
392,임시회,2,2022-01-05,2022,1,1,이명수,새누리당,(충남 아산시갑),3
392,임시회,2,2022-01-05,2022,1,1,이형석,더불어민주당,(광주 북구을),4
392,임시회,2,2022-01-05,2022,1,1,최춘식,미래통합당,(경기 포천시가평군),11
393,임시회,1,2022-01-27,2022,1,1,김용판,미래통합당,(대구 달서구병),1
393,임시회,1,2022-01-27,2022,1,1,박완수,더불어민주당,(경남 창원시의창구),1
393,임시회,1,2022-01-27,2022,1,1,서영교,더불어민주당,(서울 중랑구갑),6
393,임시회,1,2022-01-27,2022,1,1,양기대,더불어민주당,(경기 광명시을),3
393,임시회,1,2022-01-27,2022,1,1,전해철,더불어민주당,,3
393,임시회,2,2022-02-09,2022,2,1,박완수,더불어민주당,(경남 창원시의창구),4
393,임시회,2,2022-02-09,2022,2,1,박완주,더불어민주당,(충남 천안시을),4
393,임시회,2,2022-02-09,2022,2,1,박재호,더불어민주당,(부산 남구을),5
393,임시회,2,2022-02-09,2022,2,1,백혜련,더불어민주당,(경기 수원시을),4
393,임시회,2,2022-02-09,2022,2,1,서범수,미래통합당,(울산 울주군),10
393,임시회,2,2022-02-09,2022,2,1,서영교,더불어민주당,(서울 중랑구갑),21
393,임시회,2,2022-02-09,2022,2,1,양기대,더불어민주당,(경기 광명시을),2
393,임시회,2,2022-02-09,2022,2,1,오영환,더불어민주당,(경기 의정부시갑),4
393,임시회,2,2022-02-09,2022,2,1,이명수,새누리당,(충남 아산시갑),18
393,임시회,2,2022-02-09,2022,2,1,이영,미래한국당,(비례대표),5
393,임시회,2,2022-02-09,2022,2,1,이형석,더불어민주당,(광주 북구을),12
393,임시회,2,2022-02-09,2022,2,1,임호선,더불어민주당,(충북 증평군진천군음성군),5
393,임시회,3,2022-02-14,2022,2,1,서영교,더불어민주당,(서울 중랑구갑),2
394,임시회,1,2022-04-05,2022,4,2,서영교,더불어민주당,(서울 중랑구갑),5
394,임시회,1,2022-04-05,2022,4,2,이명수,새누리당,(충남 아산시갑),7
394,임시회,1,2022-04-05,2022,4,2,이은주,정의당,(비례대표),1
395,임시회,1,2022-04-22,2022,4,2,서영교,더불어민주당,(서울 중랑구갑),5
395,임시회·폐회중,2,2022-04-28,2022,4,2,서영교,더불어민주당,(서울 중랑구갑),3
395,임시회·폐회중,2,2022-04-28,2022,4,2,이형석,더불어민주당,(광주 북구을),1
397,임시회,1,2022-05-03,2022,5,2,김도읍,미래통합당,(부산 북구강서구을),24
397,임시회,1,2022-05-03,2022,5,2,김용판,미래통합당,(대구 달서구병),4
397,임시회,1,2022-05-03,2022,5,2,박완주,더불어민주당,(충남 천안시을),59
397,임시회,1,2022-05-03,2022,5,2,박재호,더불어민주당,(부산 남구을),24
397,임시회,1,2022-05-03,2022,5,2,백혜련,더불어민주당,(경기 수원시을),38
397,임시회,1,2022-05-03,2022,5,2,서범수,미래통합당,(울산 울주군),22
397,임시회,1,2022-05-03,2022,5,2,서영교,더불어민주당,(서울 중랑구갑),114
397,임시회,1,2022-05-03,2022,5,2,양기대,더불어민주당,(경기 광명시을),27
397,임시회,1,2022-05-03,2022,5,2,오영환,더불어민주당,(경기 의정부시갑),22
397,임시회,1,2022-05-03,2022,5,2,이명수,새누리당,(충남 아산시갑),7
397,임시회,1,2022-05-03,2022,5,2,이상민,더불어민주당,,27
397,임시회,1,2022-05-03,2022,5,2,이은주,정의당,(비례대표),14
397,임시회,1,2022-05-03,2022,5,2,이해식,더불어민주당,(서울 강동구을),44
397,임시회,1,2022-05-03,2022,5,2,이형석,더불어민주당,(광주 북구을),38
397,임시회,1,2022-05-03,2022,5,2,임호선,더불어민주당,(충북 증평군진천군음성군),19
397,임시회,1,2022-05-03,2022,5,2,최춘식,미래통합당,(경기 포천시가평군),13
397,임시회,1,2022-05-03,2022,5,2,한병도,더불어민주당,(전북 익산시을 ),29
397,임시회,2,2022-05-13,2022,5,2,김도읍,미래통합당,(부산 북구강서구을),12
397,임시회,2,2022-05-13,2022,5,2,김용판,미래통합당,(대구 달서구병),14
397,임시회,2,2022-05-13,2022,5,2,박재호,더불어민주당,(부산 남구을),9
397,임시회,2,2022-05-13,2022,5,2,백혜련,더불어민주당,(경기 수원시을),7
397,임시회,2,2022-05-13,2022,5,2,서범수,미래통합당,(울산 울주군),24
397,임시회,2,2022-05-13,2022,5,2,서영교,더불어민주당,(서울 중랑구갑),18
397,임시회,2,2022-05-13,2022,5,2,양기대,더불어민주당,(경기 광명시을),17
397,임시회,2,2022-05-13,2022,5,2,오영환,더불어민주당,(경기 의정부시갑),16
397,임시회,2,2022-05-13,2022,5,2,이명수,새누리당,(충남 아산시갑),16
397,임시회,2,2022-05-13,2022,5,2,이은주,정의당,(비례대표),11
397,임시회,2,2022-05-13,2022,5,2,이해식,더불어민주당,(서울 강동구을),24
397,임시회,2,2022-05-13,2022,5,2,이형석,더불어민주당,(광주 북구을),15
397,임시회,2,2022-05-13,2022,5,2,임호선,더불어민주당,(충북 증평군진천군음성군),14
397,임시회,2,2022-05-13,2022,5,2,최춘식,미래통합당,(경기 포천시가평군),5
397,임시회,2,2022-05-13,2022,5,2,한병도,더불어민주당,(전북 익산시을 ),4
397,임시회,2,2022-05-13,2022,5,2,한정애,더불어민주당,(서울 강서구병),3
397,임시회,3,2022-05-16,2022,5,2,김도읍,미래통합당,(부산 북구강서구을),6
397,임시회,3,2022-05-16,2022,5,2,박재호,더불어민주당,(부산 남구을),8
397,임시회,3,2022-05-16,2022,5,2,서범수,미래통합당,(울산 울주군),6
397,임시회,3,2022-05-16,2022,5,2,서영교,더불어민주당,(서울 중랑구갑),25
397,임시회,3,2022-05-16,2022,5,2,양기대,더불어민주당,(경기 광명시을),7
397,임시회,3,2022-05-16,2022,5,2,오영환,더불어민주당,(경기 의정부시갑),14
397,임시회,3,2022-05-16,2022,5,2,이명수,새누리당,(충남 아산시갑),10
397,임시회,3,2022-05-16,2022,5,2,이상민,더불어민주당,,2
397,임시회,3,2022-05-16,2022,5,2,이형석,더불어민주당,(광주 북구을),10
397,임시회,3,2022-05-16,2022,5,2,임호선,더불어민주당,(충북 증평군진천군음성군),5
397,임시회,3,2022-05-16,2022,5,2,최춘식,미래통합당,(경기 포천시가평군),7
397,임시회,3,2022-05-16,2022,5,2,한병도,더불어민주당,(전북 익산시을 ),4
397,임시회,3,2022-05-16,2022,5,2,한정애,더불어민주당,(서울 강서구병),2
398,임시회,1,2022-07-28,2022,7,3,김교흥,더불어민주당,(인천 서구갑),1
398,임시회,1,2022-07-28,2022,7,3,오영환,더불어민주당,(경기 의정부시갑),1
398,임시회,1,2022-07-28,2022,7,3,이만희,새누리당,(경북 영천시청도군),1
398,임시회,1,2022-07-28,2022,7,3,이채익,미래통합당,(울산 남구갑),2
398,임시회,1,2022-07-28,2022,7,3,장제원,미래통합당,(부산 사상구),1
398,임시회,1,2022-07-28,2022,7,3,천준호,더불어민주당,(서울 강북구갑),1
398,임시회,2,2022-08-01,2022,8,3,이채익,미래통합당,(울산 남구갑),3
398,임시회·폐회중,3,2022-08-08,2022,8,3,김교흥,더불어민주당,(인천 서구갑),29
398,임시회·폐회중,3,2022-08-08,2022,8,3,김용판,미래통합당,(대구 달서구병),14
398,임시회·폐회중,3,2022-08-08,2022,8,3,김웅,미래통합당,(서울 송파구갑),11
398,임시회·폐회중,3,2022-08-08,2022,8,3,김철민,더불어민주당,(경기 안산시상록구을),2
398,임시회·폐회중,3,2022-08-08,2022,8,3,박성민,미래통합당,(울산 중구),26
398,임시회·폐회중,3,2022-08-08,2022,8,3,송재호,더불어민주당,(제주 제주시갑),12
398,임시회·폐회중,3,2022-08-08,2022,8,3,오영환,더불어민주당,(경기 의정부시갑),36
398,임시회·폐회중,3,2022-08-08,2022,8,3,용혜인,기본소득당,(비례대표),24
398,임시회·폐회중,3,2022-08-08,2022,8,3,이만희,새누리당,(경북 영천시청도군),12
398,임시회·폐회중,3,2022-08-08,2022,8,3,이성만,더불어민주당,(인천 부평구갑),28
398,임시회·폐회중,3,2022-08-08,2022,8,3,이채익,미래통합당,(울산 남구갑),9
398,임시회·폐회중,3,2022-08-08,2022,8,3,이해식,더불어민주당,(서울 강동구을),36
398,임시회·폐회중,3,2022-08-08,2022,8,3,이형석,더불어민주당,(광주 북구을),34
398,임시회·폐회중,3,2022-08-08,2022,8,3,임호선,더불어민주당,(충북 증평군진천군음성군),31
398,임시회·폐회중,3,2022-08-08,2022,8,3,장제원,미래통합당,(부산 사상구),12
398,임시회·폐회중,3,2022-08-08,2022,8,3,전봉민,미래통합당,(부산 수영구),20
398,임시회·폐회중,3,2022-08-08,2022,8,3,정우택,새누리당,(충북 청주시상당구),23
398,임시회·폐회중,3,2022-08-08,2022,8,3,조응천,더불어민주당,(경기 남양주시갑),37
398,임시회·폐회중,3,2022-08-08,2022,8,3,천준호,더불어민주당,(서울 강북구갑),32
398,임시회·폐회중,3,2022-08-08,2022,8,3,최기상,더불어민주당,(서울 금천구),38
399,임시회,1,2022-08-18,2022,8,3,김교흥,더불어민주당,(인천 서구갑),49
399,임시회,1,2022-08-18,2022,8,3,김용판,미래통합당,(대구 달서구병),25
399,임시회,1,2022-08-18,2022,8,3,김웅,미래통합당,(서울 송파구갑),38
399,임시회,1,2022-08-18,2022,8,3,김철민,더불어민주당,(경기 안산시상록구을),77
399,임시회,1,2022-08-18,2022,8,3,박성민,미래통합당,(울산 중구),58
399,임시회,1,2022-08-18,2022,8,3,오영환,더불어민주당,(경기 의정부시갑),48
399,임시회,1,2022-08-18,2022,8,3,용혜인,기본소득당,(비례대표),15
399,임시회,1,2022-08-18,2022,8,3,이만희,새누리당,(경북 영천시청도군),17
399,임시회,1,2022-08-18,2022,8,3,이상민,더불어민주당,,16
399,임시회,1,2022-08-18,2022,8,3,이성만,더불어민주당,(인천 부평구갑),122
399,임시회,1,2022-08-18,2022,8,3,이채익,미래통합당,(울산 남구갑),18
399,임시회,1,2022-08-18,2022,8,3,이해식,더불어민주당,(서울 강동구을),42
399,임시회,1,2022-08-18,2022,8,3,이형석,더불어민주당,(광주 북구을),69
399,임시회,1,2022-08-18,2022,8,3,임호선,더불어민주당,(충북 증평군진천군음성군),25
399,임시회,1,2022-08-18,2022,8,3,장제원,미래통합당,(부산 사상구),10
399,임시회,1,2022-08-18,2022,8,3,전봉민,미래통합당,(부산 수영구),29
399,임시회,1,2022-08-18,2022,8,3,정우택,새누리당,(충북 청주시상당구),36
399,임시회,1,2022-08-18,2022,8,3,조응천,더불어민주당,(경기 남양주시갑),23
399,임시회,1,2022-08-18,2022,8,3,천준호,더불어민주당,(서울 강북구갑),22
399,임시회,1,2022-08-18,2022,8,3,최기상,더불어민주당,(서울 금천구),29
399,임시회,2,2022-08-29,2022,8,3,김교흥,더불어민주당,(인천 서구갑),23
399,임시회,2,2022-08-29,2022,8,3,김용판,미래통합당,(대구 달서구병),19
399,임시회,2,2022-08-29,2022,8,3,김웅,미래통합당,(서울 송파구갑),14
399,임시회,2,2022-08-29,2022,8,3,김철민,더불어민주당,(경기 안산시상록구을),8
399,임시회,2,2022-08-29,2022,8,3,박성민,미래통합당,(울산 중구),34
399,임시회,2,2022-08-29,2022,8,3,송재호,더불어민주당,(제주 제주시갑),13
399,임시회,2,2022-08-29,2022,8,3,오영환,더불어민주당,(경기 의정부시갑),28
399,임시회,2,2022-08-29,2022,8,3,용혜인,기본소득당,(비례대표),18
399,임시회,2,2022-08-29,2022,8,3,이만희,새누리당,(경북 영천시청도군),19
399,임시회,2,2022-08-29,2022,8,3,이상민,더불어민주당,,13
399,임시회,2,2022-08-29,2022,8,3,이성만,더불어민주당,(인천 부평구갑),16
399,임시회,2,2022-08-29,2022,8,3,이채익,미래통합당,(울산 남구갑),4
399,임시회,2,2022-08-29,2022,8,3,이해식,더불어민주당,(서울 강동구을),21
399,임시회,2,2022-08-29,2022,8,3,이형석,더불어민주당,(광주 북구을),39
399,임시회,2,2022-08-29,2022,8,3,임호선,더불어민주당,(충북 증평군진천군음성군),23
399,임시회,2,2022-08-29,2022,8,3,장제원,미래통합당,(부산 사상구),18
399,임시회,2,2022-08-29,2022,8,3,전봉민,미래통합당,(부산 수영구),31
399,임시회,2,2022-08-29,2022,8,3,정우택,새누리당,(충북 청주시상당구),18
399,임시회,2,2022-08-29,2022,8,3,조응천,더불어민주당,(경기 남양주시갑),31
399,임시회,2,2022-08-29,2022,8,3,최기상,더불어민주당,(서울 금천구),30
400,정기회,1,2022-09-01,2022,9,3,김교흥,더불어민주당,(인천 서구갑),14
400,정기회,1,2022-09-01,2022,9,3,이만희,새누리당,(경북 영천시청도군),4
400,정기회,1,2022-09-01,2022,9,3,이상민,더불어민주당,,2
400,정기회,1,2022-09-01,2022,9,3,이성만,더불어민주당,(인천 부평구갑),5
400,정기회,1,2022-09-01,2022,9,3,이채익,미래통합당,(울산 남구갑),6
400,정기회,1,2022-09-01,2022,9,3,이형석,더불어민주당,(광주 북구을),7
400,정기회,1,2022-09-01,2022,9,3,최기상,더불어민주당,(서울 금천구),5
400,정기회,2,2022-09-14,2022,9,3,김교흥,더불어민주당,(인천 서구갑),4
400,정기회,2,2022-09-14,2022,9,3,김웅,미래통합당,(서울 송파구갑),2
400,정기회,2,2022-09-14,2022,9,3,김철민,더불어민주당,(경기 안산시상록구을),7
400,정기회,2,2022-09-14,2022,9,3,용혜인,기본소득당,(비례대표),3
400,정기회,2,2022-09-14,2022,9,3,이만희,새누리당,(경북 영천시청도군),9
400,정기회,2,2022-09-14,2022,9,3,이상민,더불어민주당,,4
400,정기회,2,2022-09-14,2022,9,3,이성만,더불어민주당,(인천 부평구갑),9
400,정기회,2,2022-09-14,2022,9,3,이채익,미래통합당,(울산 남구갑),6
400,정기회,2,2022-09-14,2022,9,3,이해식,더불어민주당,(서울 강동구을),10
400,정기회,2,2022-09-14,2022,9,3,이형석,더불어민주당,(광주 북구을),9
400,정기회,2,2022-09-14,2022,9,3,조응천,더불어민주당,(경기 남양주시갑),5
400,정기회,3,2022-09-22,2022,9,3,오영환,더불어민주당,(경기 의정부시갑),1
400,정기회,3,2022-09-22,2022,9,3,이상민,더불어민주당,,2
400,정기회,3,2022-09-22,2022,9,3,이성만,더불어민주당,(인천 부평구갑),8
400,정기회,3,2022-09-22,2022,9,3,이채익,미래통합당,(울산 남구갑),5
400,정기회,3,2022-09-22,2022,9,3,이해식,더불어민주당,(서울 강동구을),6
400,정기회,3,2022-09-22,2022,9,3,이형석,더불어민주당,(광주 북구을),2
400,정기회,3,2022-09-22,2022,9,3,조응천,더불어민주당,(경기 남양주시갑),7
400,정기회,4,2022-09-26,2022,9,3,이채익,미래통합당,(울산 남구갑),6
400,정기회,4,2022-09-26,2022,9,3,이형석,더불어민주당,(광주 북구을),1
400,정기회,5,2022-10-04,2022,10,4,이채익,미래통합당,(울산 남구갑),1
400,정기회,6,2022-10-05,2022,10,4,이만희,새누리당,(경북 영천시청도군),1
400,정기회,7,2022-11-01,2022,11,4,김교흥,더불어민주당,(인천 서구갑),1
400,정기회,7,2022-11-01,2022,11,4,용혜인,기본소득당,(비례대표),3
400,정기회,7,2022-11-01,2022,11,4,이만희,새누리당,(경북 영천시청도군),2
400,정기회,7,2022-11-01,2022,11,4,이성만,더불어민주당,(인천 부평구갑),2
400,정기회,7,2022-11-01,2022,11,4,이채익,미래통합당,(울산 남구갑),2
400,정기회,7,2022-11-01,2022,11,4,천준호,더불어민주당,(서울 강북구갑),2
400,정기회,8,2022-11-07,2022,11,4,김교흥,더불어민주당,(인천 서구갑),28
400,정기회,8,2022-11-07,2022,11,4,김용판,미래통합당,(대구 달서구병),17
400,정기회,8,2022-11-07,2022,11,4,김웅,미래통합당,(서울 송파구갑),27
400,정기회,8,2022-11-07,2022,11,4,김철민,더불어민주당,(경기 안산시상록구을),13
400,정기회,8,2022-11-07,2022,11,4,박성민,미래통합당,(울산 중구),47
400,정기회,8,2022-11-07,2022,11,4,송재호,더불어민주당,(제주 제주시갑),9
400,정기회,8,2022-11-07,2022,11,4,오영환,더불어민주당,(경기 의정부시갑),59
400,정기회,8,2022-11-07,2022,11,4,용혜인,기본소득당,(비례대표),42
400,정기회,8,2022-11-07,2022,11,4,이만희,새누리당,(경북 영천시청도군),20
