period,party,label_l2,meeting_count,mention_count,party_meetings,party_total_chars,meeting_presence_rate,mentions_per_10k_chars
2023-Q2,진보당,지방행정,0,0,0,0,0.0,0.0
2023-Q3,국민의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,국민의당,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,국민의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,국민의당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,국민의당,지방행정,0,0,0,0,0.0,0.0
2023-Q3,국민의힘,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,국민의힘,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,국민의힘,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,국민의힘,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,국민의힘,지방행정,0,0,0,0,0.0,0.0
2023-Q3,기본소득당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,기본소득당,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,기본소득당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,기본소득당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,기본소득당,지방행정,0,0,0,0,0.0,0.0
2023-Q3,더불어민주당,인공지능·디지털 정부,1,60,3,1027558,0.333333,0.583909
2023-Q3,더불어민주당,재난·안전,1,2736,3,1027558,0.333333,26.626234
2023-Q3,더불어민주당,정부혁신·행정지원,3,696,3,1027558,1.0,6.77334
2023-Q3,더불어민주당,지방재정·기타,1,840,3,1027558,0.333333,8.174721
2023-Q3,더불어민주당,지방행정,1,926,3,1027558,0.333333,9.011657
2023-Q3,미래통합당,인공지능·디지털 정부,0,0,1,28,0.0,0.0
2023-Q3,미래통합당,재난·안전,1,1,1,28,1.0,357.142857
2023-Q3,미래통합당,정부혁신·행정지원,0,0,1,28,0.0,0.0
2023-Q3,미래통합당,지방재정·기타,0,0,1,28,0.0,0.0
2023-Q3,미래통합당,지방행정,0,0,1,28,0.0,0.0
2023-Q3,미분류,인공지능·디지털 정부,1,21,3,1177939,0.333333,0.178277
2023-Q3,미분류,재난·안전,1,1016,3,1177939,0.333333,8.625234
2023-Q3,미분류,정부혁신·행정지원,3,310,3,1177939,1.0,2.631715
2023-Q3,미분류,지방재정·기타,1,294,3,1177939,0.333333,2.495885
2023-Q3,미분류,지방행정,1,331,3,1177939,0.333333,2.809993
2023-Q3,새누리당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,새누리당,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,새누리당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,새누리당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,새누리당,지방행정,0,0,0,0,0.0,0.0
2023-Q3,새로운미래,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,새로운미래,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,새로운미래,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,새로운미래,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,새로운미래,지방행정,0,0,0,0,0.0,0.0
2023-Q3,열린민주당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,열린민주당,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,열린민주당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,열린민주당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,열린민주당,지방행정,0,0,0,0,0.0,0.0
2023-Q3,정의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,정의당,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,정의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,정의당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,정의당,지방행정,0,0,0,0,0.0,0.0
2023-Q3,조국혁신당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,조국혁신당,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,조국혁신당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,조국혁신당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,조국혁신당,지방행정,0,0,0,0,0.0,0.0
2023-Q3,진보당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q3,진보당,재난·안전,0,0,0,0,0.0,0.0
2023-Q3,진보당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q3,진보당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q3,진보당,지방행정,0,0,0,0,0.0,0.0
2023-Q4,국민의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,국민의당,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,국민의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,국민의당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,국민의당,지방행정,0,0,0,0,0.0,0.0
2023-Q4,국민의힘,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,국민의힘,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,국민의힘,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,국민의힘,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,국민의힘,지방행정,0,0,0,0,0.0,0.0
2023-Q4,기본소득당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,기본소득당,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,기본소득당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,기본소득당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,기본소득당,지방행정,0,0,0,0,0.0,0.0
2023-Q4,더불어민주당,인공지능·디지털 정부,1,2,8,3283978,0.125,0.00609
2023-Q4,더불어민주당,재난·안전,4,2750,8,3283978,0.5,8.37399
2023-Q4,더불어민주당,정부혁신·행정지원,8,1806,8,3283978,1.0,5.499428
2023-Q4,더불어민주당,지방재정·기타,4,3162,8,3283978,0.5,9.628566
2023-Q4,더불어민주당,지방행정,5,927,8,3283978,0.625,2.822796
2023-Q4,미래통합당,인공지능·디지털 정부,0,0,5,878146,0.0,0.0
2023-Q4,미래통합당,재난·안전,3,639,5,878146,0.6,7.276694
2023-Q4,미래통합당,정부혁신·행정지원,5,515,5,878146,1.0,5.864628
2023-Q4,미래통합당,지방재정·기타,3,108,5,878146,0.6,1.229864
2023-Q4,미래통합당,지방행정,3,248,5,878146,0.6,2.824132
2023-Q4,미분류,인공지능·디지털 정부,0,0,5,850714,0.0,0.0
2023-Q4,미분류,재난·안전,3,2123,5,850714,0.6,24.955508
2023-Q4,미분류,정부혁신·행정지원,5,1719,5,850714,1.0,20.206556
2023-Q4,미분류,지방재정·기타,3,422,5,850714,0.6,4.960539
2023-Q4,미분류,지방행정,3,824,5,850714,0.6,9.685981
2023-Q4,새누리당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,새누리당,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,새누리당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,새누리당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,새누리당,지방행정,0,0,0,0,0.0,0.0
2023-Q4,새로운미래,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,새로운미래,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,새로운미래,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,새로운미래,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,새로운미래,지방행정,0,0,0,0,0.0,0.0
2023-Q4,열린민주당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,열린민주당,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,열린민주당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,열린민주당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,열린민주당,지방행정,0,0,0,0,0.0,0.0
2023-Q4,정의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,정의당,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,정의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,정의당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,정의당,지방행정,0,0,0,0,0.0,0.0
2023-Q4,조국혁신당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,조국혁신당,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,조국혁신당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,조국혁신당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,조국혁신당,지방행정,0,0,0,0,0.0,0.0
2023-Q4,진보당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2023-Q4,진보당,재난·안전,0,0,0,0,0.0,0.0
2023-Q4,진보당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2023-Q4,진보당,지방재정·기타,0,0,0,0,0.0,0.0
2023-Q4,진보당,지방행정,0,0,0,0,0.0,0.0
2024-Q1,국민의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,국민의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,국민의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,국민의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,국민의당,지방행정,0,0,0,0,0.0,0.0
2024-Q1,국민의힘,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,국민의힘,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,국민의힘,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,국민의힘,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,국민의힘,지방행정,0,0,0,0,0.0,0.0
2024-Q1,기본소득당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,기본소득당,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,기본소득당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,기본소득당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,기본소득당,지방행정,0,0,0,0,0.0,0.0
2024-Q1,더불어민주당,인공지능·디지털 정부,0,0,4,58669,0.0,0.0
2024-Q1,더불어민주당,재난·안전,1,8,4,58669,0.25,1.363582
2024-Q1,더불어민주당,정부혁신·행정지원,3,393,4,58669,0.75,66.985972
2024-Q1,더불어민주당,지방재정·기타,0,0,4,58669,0.0,0.0
2024-Q1,더불어민주당,지방행정,0,0,4,58669,0.0,0.0
2024-Q1,미래통합당,인공지능·디지털 정부,0,0,3,7019,0.0,0.0
2024-Q1,미래통합당,재난·안전,1,1,3,7019,0.333333,1.424704
2024-Q1,미래통합당,정부혁신·행정지원,2,15,3,7019,0.666667,21.370566
2024-Q1,미래통합당,지방재정·기타,0,0,3,7019,0.0,0.0
2024-Q1,미래통합당,지방행정,0,0,3,7019,0.0,0.0
2024-Q1,미분류,인공지능·디지털 정부,0,0,3,56138,0.0,0.0
2024-Q1,미분류,재난·안전,0,0,3,56138,0.0,0.0
2024-Q1,미분류,정부혁신·행정지원,3,715,3,56138,1.0,127.364708
2024-Q1,미분류,지방재정·기타,0,0,3,56138,0.0,0.0
2024-Q1,미분류,지방행정,0,0,3,56138,0.0,0.0
2024-Q1,새누리당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,새누리당,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,새누리당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,새누리당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,새누리당,지방행정,0,0,0,0,0.0,0.0
2024-Q1,새로운미래,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,새로운미래,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,새로운미래,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,새로운미래,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,새로운미래,지방행정,0,0,0,0,0.0,0.0
2024-Q1,열린민주당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,열린민주당,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,열린민주당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,열린민주당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,열린민주당,지방행정,0,0,0,0,0.0,0.0
2024-Q1,정의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,정의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,정의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,정의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,정의당,지방행정,0,0,0,0,0.0,0.0
2024-Q1,조국혁신당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,조국혁신당,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,조국혁신당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,조국혁신당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,조국혁신당,지방행정,0,0,0,0,0.0,0.0
2024-Q1,진보당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q1,진보당,재난·안전,0,0,0,0,0.0,0.0
2024-Q1,진보당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q1,진보당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q1,진보당,지방행정,0,0,0,0,0.0,0.0
2024-Q2,국민의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,국민의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,국민의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,국민의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,국민의당,지방행정,0,0,0,0,0.0,0.0
2024-Q2,국민의힘,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,국민의힘,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,국민의힘,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,국민의힘,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,국민의힘,지방행정,0,0,0,0,0.0,0.0
2024-Q2,기본소득당,인공지능·디지털 정부,0,0,1,3490,0.0,0.0
2024-Q2,기본소득당,재난·안전,0,0,1,3490,0.0,0.0
2024-Q2,기본소득당,정부혁신·행정지원,1,9,1,3490,1.0,25.787966
2024-Q2,기본소득당,지방재정·기타,0,0,1,3490,0.0,0.0
2024-Q2,기본소득당,지방행정,0,0,1,3490,0.0,0.0
2024-Q2,더불어민주당,인공지능·디지털 정부,0,0,3,76326,0.0,0.0
2024-Q2,더불어민주당,재난·안전,0,0,3,76326,0.0,0.0
2024-Q2,더불어민주당,정부혁신·행정지원,3,544,3,76326,1.0,71.273223
2024-Q2,더불어민주당,지방재정·기타,0,0,3,76326,0.0,0.0
2024-Q2,더불어민주당,지방행정,0,0,3,76326,0.0,0.0
2024-Q2,미래통합당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,미래통합당,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,미래통합당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,미래통합당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,미래통합당,지방행정,0,0,0,0,0.0,0.0
2024-Q2,미분류,인공지능·디지털 정부,0,0,2,39763,0.0,0.0
2024-Q2,미분류,재난·안전,0,0,2,39763,0.0,0.0
2024-Q2,미분류,정부혁신·행정지원,2,452,2,39763,1.0,113.673516
2024-Q2,미분류,지방재정·기타,0,0,2,39763,0.0,0.0
2024-Q2,미분류,지방행정,0,0,2,39763,0.0,0.0
2024-Q2,새누리당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,새누리당,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,새누리당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,새누리당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,새누리당,지방행정,0,0,0,0,0.0,0.0
2024-Q2,새로운미래,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,새로운미래,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,새로운미래,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,새로운미래,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,새로운미래,지방행정,0,0,0,0,0.0,0.0
2024-Q2,열린민주당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,열린민주당,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,열린민주당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,열린민주당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,열린민주당,지방행정,0,0,0,0,0.0,0.0
2024-Q2,정의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,정의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,정의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,정의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,정의당,지방행정,0,0,0,0,0.0,0.0
2024-Q2,조국혁신당,인공지능·디지털 정부,0,0,1,6425,0.0,0.0
2024-Q2,조국혁신당,재난·안전,0,0,1,6425,0.0,0.0
2024-Q2,조국혁신당,정부혁신·행정지원,1,57,1,6425,1.0,88.715953
2024-Q2,조국혁신당,지방재정·기타,0,0,1,6425,0.0,0.0
2024-Q2,조국혁신당,지방행정,0,0,1,6425,0.0,0.0
2024-Q2,진보당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q2,진보당,재난·안전,0,0,0,0,0.0,0.0
2024-Q2,진보당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q2,진보당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q2,진보당,지방행정,0,0,0,0,0.0,0.0
2024-Q3,국민의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q3,국민의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q3,국민의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q3,국민의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q3,국민의당,지방행정,0,0,0,0,0.0,0.0
2024-Q3,국민의힘,인공지능·디지털 정부,1,16,10,468956,0.1,0.341183
2024-Q3,국민의힘,재난·안전,8,1091,10,468956,0.8,23.264443
2024-Q3,국민의힘,정부혁신·행정지원,5,780,10,468956,0.5,16.63269
2024-Q3,국민의힘,지방재정·기타,1,224,10,468956,0.1,4.776568
2024-Q3,국민의힘,지방행정,2,489,10,468956,0.2,10.427417
2024-Q3,기본소득당,인공지능·디지털 정부,0,0,7,35127,0.0,0.0
2024-Q3,기본소득당,재난·안전,4,209,7,35127,0.571429,59.498392
2024-Q3,기본소득당,정부혁신·행정지원,3,58,7,35127,0.428571,16.511515
2024-Q3,기본소득당,지방재정·기타,0,0,7,35127,0.0,0.0
2024-Q3,기본소득당,지방행정,0,0,7,35127,0.0,0.0
2024-Q3,더불어민주당,인공지능·디지털 정부,1,26,12,1317815,0.083333,0.197296
2024-Q3,더불어민주당,재난·안전,10,3186,12,1317815,0.833333,24.176383
2024-Q3,더불어민주당,정부혁신·행정지원,7,2226,12,1317815,0.583333,16.891597
2024-Q3,더불어민주당,지방재정·기타,1,364,12,1317815,0.083333,2.762148
2024-Q3,더불어민주당,지방행정,2,759,12,1317815,0.166667,5.759534
2024-Q3,미래통합당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q3,미래통합당,재난·안전,0,0,0,0,0.0,0.0
2024-Q3,미래통합당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q3,미래통합당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q3,미래통합당,지방행정,0,0,0,0,0.0,0.0
2024-Q3,미분류,인공지능·디지털 정부,1,10,10,303633,0.1,0.329345
2024-Q3,미분류,재난·안전,8,2441,10,303633,0.8,80.393106
2024-Q3,미분류,정부혁신·행정지원,5,1762,10,303633,0.5,58.030583
2024-Q3,미분류,지방재정·기타,1,140,10,303633,0.1,4.61083
2024-Q3,미분류,지방행정,2,250,10,303633,0.2,8.233624
2024-Q3,새누리당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q3,새누리당,재난·안전,0,0,0,0,0.0,0.0
2024-Q3,새누리당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q3,새누리당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q3,새누리당,지방행정,0,0,0,0,0.0,0.0
2024-Q3,새로운미래,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q3,새로운미래,재난·안전,0,0,0,0,0.0,0.0
2024-Q3,새로운미래,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q3,새로운미래,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q3,새로운미래,지방행정,0,0,0,0,0.0,0.0
2024-Q3,열린민주당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q3,열린민주당,재난·안전,0,0,0,0,0.0,0.0
2024-Q3,열린민주당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q3,열린민주당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q3,열린민주당,지방행정,0,0,0,0,0.0,0.0
2024-Q3,정의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q3,정의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q3,정의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q3,정의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q3,정의당,지방행정,0,0,0,0,0.0,0.0
2024-Q3,조국혁신당,인공지능·디지털 정부,1,2,8,270675,0.125,0.073889
2024-Q3,조국혁신당,재난·안전,6,153,8,270675,0.75,5.652535
2024-Q3,조국혁신당,정부혁신·행정지원,3,106,8,270675,0.375,3.916136
2024-Q3,조국혁신당,지방재정·기타,1,28,8,270675,0.125,1.034451
2024-Q3,조국혁신당,지방행정,1,48,8,270675,0.125,1.773344
2024-Q3,진보당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q3,진보당,재난·안전,0,0,0,0,0.0,0.0
2024-Q3,진보당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q3,진보당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q3,진보당,지방행정,0,0,0,0,0.0,0.0
2024-Q4,국민의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q4,국민의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q4,국민의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q4,국민의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q4,국민의당,지방행정,0,0,0,0,0.0,0.0
2024-Q4,국민의힘,인공지능·디지털 정부,2,83,10,2777363,0.2,0.298845
2024-Q4,국민의힘,재난·안전,3,857,10,2777363,0.3,3.085661
2024-Q4,국민의힘,정부혁신·행정지원,8,922,10,2777363,0.8,3.319696
2024-Q4,국민의힘,지방재정·기타,5,8473,10,2777363,0.5,30.507355
2024-Q4,국민의힘,지방행정,4,715,10,2777363,0.4,2.574384
2024-Q4,기본소득당,인공지능·디지털 정부,0,0,5,46040,0.0,0.0
2024-Q4,기본소득당,재난·안전,1,109,5,46040,0.2,23.675065
2024-Q4,기본소득당,정부혁신·행정지원,3,90,5,46040,0.6,19.548219
2024-Q4,기본소득당,지방재정·기타,2,40,5,46040,0.4,8.688097
2024-Q4,기본소득당,지방행정,1,1,5,46040,0.2,0.217202
2024-Q4,더불어민주당,인공지능·디지털 정부,2,280,12,6489671,0.166667,0.431455
2024-Q4,더불어민주당,재난·안전,4,4100,12,6489671,0.333333,6.317732
2024-Q4,더불어민주당,정부혁신·행정지원,10,2683,12,6489671,0.833333,4.134262
2024-Q4,더불어민주당,지방재정·기타,5,62378,12,6489671,0.416667,96.118894
2024-Q4,더불어민주당,지방행정,4,2784,12,6489671,0.333333,4.289894
2024-Q4,미래통합당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q4,미래통합당,재난·안전,0,0,0,0,0.0,0.0
2024-Q4,미래통합당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q4,미래통합당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q4,미래통합당,지방행정,0,0,0,0,0.0,0.0
2024-Q4,미분류,인공지능·디지털 정부,1,27,7,11479372,0.142857,0.02352
2024-Q4,미분류,재난·안전,2,1440,7,11479372,0.285714,1.254424
2024-Q4,미분류,정부혁신·행정지원,4,1400,7,11479372,0.571429,1.219579
2024-Q4,미분류,지방재정·기타,5,43673,7,11479372,0.714286,38.044764
2024-Q4,미분류,지방행정,3,798,7,11479372,0.428571,0.69516
2024-Q4,새누리당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q4,새누리당,재난·안전,0,0,0,0,0.0,0.0
2024-Q4,새누리당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q4,새누리당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q4,새누리당,지방행정,0,0,0,0,0.0,0.0
2024-Q4,새로운미래,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q4,새로운미래,재난·안전,0,0,0,0,0.0,0.0
2024-Q4,새로운미래,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q4,새로운미래,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q4,새로운미래,지방행정,0,0,0,0,0.0,0.0
2024-Q4,열린민주당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q4,열린민주당,재난·안전,0,0,0,0,0.0,0.0
2024-Q4,열린민주당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q4,열린민주당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q4,열린민주당,지방행정,0,0,0,0,0.0,0.0
2024-Q4,정의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q4,정의당,재난·안전,0,0,0,0,0.0,0.0
2024-Q4,정의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q4,정의당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q4,정의당,지방행정,0,0,0,0,0.0,0.0
2024-Q4,조국혁신당,인공지능·디지털 정부,1,3,4,83116,0.25,0.360941
2024-Q4,조국혁신당,재난·안전,2,133,4,83116,0.5,16.001733
2024-Q4,조국혁신당,정부혁신·행정지원,3,83,4,83116,0.75,9.986044
2024-Q4,조국혁신당,지방재정·기타,2,26,4,83116,0.5,3.128158
2024-Q4,조국혁신당,지방행정,1,14,4,83116,0.25,1.684393
2024-Q4,진보당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2024-Q4,진보당,재난·안전,0,0,0,0,0.0,0.0
2024-Q4,진보당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2024-Q4,진보당,지방재정·기타,0,0,0,0,0.0,0.0
2024-Q4,진보당,지방행정,0,0,0,0,0.0,0.0
2025-Q1,국민의당,인공지능·디지털 정부,0,0,0,0,0.0,0.0
2025-Q1,국민의당,재난·안전,0,0,0,0,0.0,0.0
2025-Q1,국민의당,정부혁신·행정지원,0,0,0,0,0.0,0.0
2025-Q1,국민의당,지방재정·기타,0,0,0,0,0.0,0.0
2025-Q1,국민의당,지방행정,0,0,0,0,0.0,0.0
2025-Q1,국민의힘,인공지능·디지털 정부,0,0,4,469154,0.0,0.0
2025-Q1,국민의힘,재난·안전,3,790,4,469154,0.75,16.838821
2025-Q1,국민의힘,정부혁신·행정지원,2,295,4,469154,0.5,6.287914
2025-Q1,국민의힘,지방재정·기타,2,503,4,469154,0.5,10.721426
